type,CpdID,hit,SMILES
FDA-approved,,,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
FDA-approved,,,Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
FDA-approved,,,CC(O)=NO
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,CCCCC[C@H](O)/C=C/[C@@H]1C(CCCCCCC(=O)O)C(=O)C[C@H]1O
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,CNCCCC12CCC(c3ccccc31)c1ccccc12
FDA-approved,,,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2
FDA-approved,,,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1
FDA-approved,,,Cc1ncc(CO)c(CO)c1O
FDA-approved,,,CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
FDA-approved,,,N=C(CCSCc1csc(N=C(N)N)n1)NS(N)(=O)=O
FDA-approved,,,NC1CONC1=O
FDA-approved,,,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C
FDA-approved,,,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
FDA-approved,,,CCc1ccc(CCOc2ccc(Cc3sc(=O)[nH]c3O)cc2)nc1
FDA-approved,,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O
FDA-approved,,,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CCC1(c2ccccc2)NC(=O)N(C)C1=O
FDA-approved,,,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
FDA-approved,,,CN=C(NC#N)NCCSCc1[nH]cnc1C
FDA-approved,,,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O
FDA-approved,,,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CSC12)c1csc(N)n1
FDA-approved,,,CCC(=O)[C@@]1(C)[C@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
FDA-approved,,,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O
FDA-approved,,,OCC(S)CS
FDA-approved,,,NC(C(=O)O)C(O)c1ccc(O)c(O)c1
FDA-approved,,,CC1(C)S[C@@H]2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O
FDA-approved,,,CC1=C2CC(=O)C=C[C@]2(C)[C@@H]2[C@@H](C1)[C@@H]1CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@@H]2O
FDA-approved,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)C1C(=O)CO
FDA-approved,,,C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12
FDA-approved,,,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=NO)CC[C@@H]4[C@H]3CC[C@@]21CC
FDA-approved,,,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br
FDA-approved,,,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314
FDA-approved,,,NNCCc1ccccc1
FDA-approved,,,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F
FDA-approved,,,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
FDA-approved,,,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
FDA-approved,,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1
FDA-approved,,,NC(CS)C(=O)O
FDA-approved,,,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
FDA-approved,,,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C\c1ccc(Cl)cc1
FDA-approved,,,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1
FDA-approved,,,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
FDA-approved,,,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
FDA-approved,,,FC(F)(F)C(Cl)Br
FDA-approved,,,NC1CC1c1ccccc1
FDA-approved,,,CC(O)(P(=O)(O)O)P(=O)(O)O
FDA-approved,,,CN1CCN2c3ncccc3Cc3ccccc3C2C1
FDA-approved,,,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
FDA-approved,,,CCCN[C@H]1CCc2nc(N)sc2C1
FDA-approved,,,Cc1cccc(C)c1OCC(C)N
FDA-approved,,,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
FDA-approved,,,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
FDA-approved,,,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
FDA-approved,,,COc1ccc(OC)c(C(O)CN)c1
FDA-approved,,,C=CC(N)CCC(=O)O
FDA-approved,,,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1
FDA-approved,,,NCCc1c[nH]cn1
FDA-approved,,,c1ccc2[nH]c(-c3cscn3)nc2c1
FDA-approved,,,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
FDA-approved,,,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
FDA-approved,,,CC(C)(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
FDA-approved,,,CCOC(=O)c1cncn1[C@H](C)c1ccccc1
FDA-approved,,,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O
FDA-approved,,,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)C23)OCO4)cc(OC)c1O
FDA-approved,,,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC
FDA-approved,,,C[C@@H](O)C1C(=O)N2C(C(=O)O)=C(S[C@@H]3CNC(C(=O)N(C)C)C3)[C@H](C)[C@H]12
FDA-approved,,,NC(Cc1ccc(O)c(O)c1)C(=O)O
FDA-approved,,,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21
FDA-approved,,,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
FDA-approved,,,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
FDA-approved,,,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
FDA-approved,,,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
FDA-approved,,,COc1c(N2CC3CCCNC3C2)c(F)cc2c1N(C1CC1)CC(C(=O)O)C2=O
FDA-approved,,,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
FDA-approved,,,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
FDA-approved,,,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
FDA-approved,,,NC1=NCC2c3ccccc3Cc3ccccc3N12
FDA-approved,,,COC(=O)c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)OC[C@@H]2C
FDA-approved,,,c1ccc2nc3ccccc3nc2c1
FDA-approved,,,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
FDA-approved,,,CCCc1cc(=O)[nH]c(=S)[nH]1
FDA-approved,,,O=C(OCc1ccccc1)c1ccccc1
FDA-approved,,,Cc1cccc(Nc2ccccc2C(=O)O)c1C
FDA-approved,,,O=P(O)(O)C(O)(C[n+]1cc[nH]c1)P(=O)(O)O
FDA-approved,,,Cc1cccc(C)c1OC[C@@H](C)N
FDA-approved,,,Cc1cccc(C)c1OC[C@H](C)N
FDA-approved,,,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
FDA-approved,,,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
FDA-approved,,,CNCCC(Oc1cccc2ccccc12)c1cccs1
FDA-approved,,,Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
FDA-approved,,,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
FDA-approved,,,Clc1ccc(CO[C@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
FDA-approved,,,Clc1ccc(CO[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
FDA-approved,,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
FDA-approved,,,O=c1[nH]cnc2[nH]ncc12
FDA-approved,,,COC(=O)C(c1ccccc1)[C@H]1CCCCN1
FDA-approved,,,O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12
FDA-approved,,,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
FDA-approved,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
FDA-approved,,,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
FDA-approved,,,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(CC(N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
FDA-approved,,,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C
FDA-approved,,,C[C@@H]1C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
FDA-approved,,,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
FDA-approved,,,COc1cc(NC(C)CCCN)c2ncccc2c1
FDA-approved,,,CCCCCCCC/C=C\CCCCCCCC(=O)O
FDA-approved,,,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
FDA-approved,,,CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1
FDA-approved,,,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
FDA-approved,,,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
FDA-approved,,,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O
FDA-approved,,,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
FDA-approved,,,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1
FDA-approved,,,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1
FDA-approved,,,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
FDA-approved,,,CC(=O)O
FDA-approved,,,CC(O)C(=O)O
FDA-approved,,,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
FDA-approved,,,C[C@H]1CNCCc2ccc(Cl)cc21
FDA-approved,,,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
FDA-approved,,,CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21
FDA-approved,,,CC(C)C[C@H](CN)CC(=O)O
FDA-approved,,,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
FDA-approved,,,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
FDA-approved,,,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
FDA-approved,,,c1cnc2cc3c(cc2n1)C1CNCC3C1
FDA-approved,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1
FDA-approved,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1
FDA-approved,,,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
FDA-approved,,,COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21
FDA-approved,,,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
FDA-approved,,,CN(C/C=C/c1ccccc1)Cc1cccc2ccccc12
FDA-approved,,,N=C(N=C(N)NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)Nc1ccc(Cl)cc1
FDA-approved,,,COc1ccc2c3c1OC1C(=O)CCC4(O)[C@@H](C2)N(C)CC[C@]314
FDA-approved,,,C#CCN(C)Cc1ccccc1
FDA-approved,,,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
FDA-approved,,,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
FDA-approved,,,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1
FDA-approved,,,CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12
FDA-approved,,,CNCCCC1c2ccccc2C=Cc2ccccc21
FDA-approved,,,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1
FDA-approved,,,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O)c1
FDA-approved,,,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
FDA-approved,,,CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN
FDA-approved,,,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O
FDA-approved,,,COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1
FDA-approved,,,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)C(C(=O)O)C[C@H]1N=C(N)N
FDA-approved,,,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
FDA-approved,,,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
FDA-approved,,,N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O
FDA-approved,,,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1
FDA-approved,,,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
FDA-approved,,,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
FDA-approved,,,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O
FDA-approved,,,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
FDA-approved,,,Clc1cc(Cl)c(OCC#CI)cc1Cl
FDA-approved,,,C=C[C@@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12
FDA-approved,,,Nc1nc(=S)c2[nH]cnc2[nH]1
FDA-approved,,,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
FDA-approved,,,Oc1c(C2=CC[C@@H](c3ccc(Cl)cc3)CC2)c(O)c2ccccc2c1O
FDA-approved,,,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
FDA-approved,,,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1
FDA-approved,,,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
FDA-approved,,,O=C(O)c1cnccn1
FDA-approved,,,CC(N)C12CC3CC(CC(C3)C1)C2
FDA-approved,,,CC(C)(S)C(N)C(=O)O
FDA-approved,,,O=C(O)c1cc(S(=O)(=O)O)ccc1O
FDA-approved,,,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
FDA-approved,,,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O
FDA-approved,,,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12
FDA-approved,,,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1
FDA-approved,,,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)C(N)C12CC3CC(CC(O)(C3)C1)C2
FDA-approved,,,CC(=O)S[C@@H]1C=C2CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
FDA-approved,,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
FDA-approved,,,CN(C)C(N)=NC(=N)N
FDA-approved,,,N[C@H]1C[C@@H]1c1ccccc1
FDA-approved,,,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
FDA-approved,,,C=CCOc1ccccc1OCC(O)CNC(C)C
FDA-approved,,,NCC(=O)CCC(=O)O
FDA-approved,,,CCCCCCC(=O)O
FDA-approved,,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21
FDA-approved,,,CCC1(C)CC(=O)NC1=O
FDA-approved,,,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O
FDA-approved,,,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3
FDA-approved,,,CC1C(=NC(=O)C(NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
FDA-approved,,,CCCCCCCCCCCCCCCCCC(=O)O
FDA-approved,,,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
FDA-approved,,,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
FDA-approved,,,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
FDA-approved,,,CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21
FDA-approved,,,Clc1ccc2nsnc2c1NC1=NCCN1
FDA-approved,,,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
FDA-approved,,,CC(N=C(N=c1cc[nH]cc1)NC#N)C(C)(C)C
FDA-approved,,,N[C@@H]1C[C@H]1c1ccccc1
FDA-approved,,,CC(C)Cn1cnc2c(N)nc3ccccc3c21
FDA-approved,,,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
FDA-approved,,,c1ccc([C@H]2CN3CCSC3=N2)cc1
FDA-approved,,,Cc1cccc([C@@H](C)c2c[nH]cn2)c1C
FDA-approved,,,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1
FDA-approved,,,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1
FDA-approved,,,CN1CC[C@]23c4c5ccc(O)c4OC2C(=O)CC[C@H]3[C@H]1C5
FDA-approved,,,COc1ccnc(CS(=O)c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
FDA-approved,,,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
FDA-approved,,,Cn1cc[nH]c1=S
FDA-approved,,,CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O
FDA-approved,,,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
FDA-approved,,,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
FDA-approved,,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
FDA-approved,,,CC(C)(N)Cc1ccccc1
FDA-approved,,,CC(C)NC[C@H](O)COc1cccc2ccccc12
FDA-approved,,,Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C
FDA-approved,,,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC
FDA-approved,,,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1
FDA-approved,,,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1
FDA-approved,,,Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(O)[C@@H](O)CC[C@@H]12
FDA-approved,,,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
FDA-approved,,,COc1ccc(C(=O)c2ccccc2)c(O)c1
FDA-approved,,,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1
FDA-approved,,,CCOC(=O)N[C@@H]1CC[C@@H]2[C@H](CC3C(=O)O[C@H](C)[C@H]3[C@H]2C=Cc2ccc(-c3cccc(F)c3)cn2)C1
FDA-approved,,,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
FDA-approved,,,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2
FDA-approved,,,Nc1ccc(C(=O)NCC(=O)O)cc1
FDA-approved,,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O
FDA-approved,,,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,O=C(O)CCCCC(=O)O
FDA-approved,,,O=C(O)C1(C(=O)O)CCC1
FDA-approved,,,C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N
FDA-approved,,,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1
FDA-approved,,,CC(C)CC1C(=O)N2CCCC2[C@]2(O)O[C@](NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12
FDA-approved,,,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1
FDA-approved,,,O=C1c2ccccc2C(=O)C1c1ccccc1
FDA-approved,,,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
FDA-approved,,,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
