type,CpdID,hit,SMILES
FDA-approved,,,O=c1[nH]c2cc(Cl)ccc2o1
FDA-approved,,,Cc1cccc(C)c1NC(=O)C(C)N
FDA-approved,,,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
FDA-approved,,,COCC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOC)c3csc(N)n3)C2SC1
FDA-approved,,,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
FDA-approved,,,O=C1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1O
FDA-approved,,,CCCCCCc1ccc(O)cc1O
FDA-approved,,,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
FDA-approved,,,CN1CC(C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
FDA-approved,,,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
FDA-approved,,,CC(C)NCC(O)c1cc(O)cc(O)c1
FDA-approved,,,O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1
FDA-approved,,,C[N+]1(C)[C@@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@H]12
FDA-approved,,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
FDA-approved,,,COCC(NC(C)=O)C(=O)NCc1ccccc1
FDA-approved,,,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
FDA-approved,,,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
FDA-approved,,,CN(C)C(=O)Oc1ccc[n+](C)c1
FDA-approved,,,CC(=O)NS(=O)(=O)c1ccc(N)cc1
FDA-approved,,,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12
FDA-approved,,,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
FDA-approved,,,COC(=O)C1C=C2CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13
FDA-approved,,,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
FDA-approved,,,COCCOC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,CC(C)/N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
FDA-approved,,,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
FDA-approved,,,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O
FDA-approved,,,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
FDA-approved,,,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
FDA-approved,,,NCCNCCNCCN
FDA-approved,,,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1
FDA-approved,,,CCCC(NC(=O)C1[C@H]2CCC[C@H]2CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1
FDA-approved,,,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
FDA-approved,,,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2
FDA-approved,,,CN1CCc2nc(C(=O)N[C@@H]3CC(C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1
FDA-approved,,,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
FDA-approved,,,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N
FDA-approved,,,CC[C@@H](CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
FDA-approved,,,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
FDA-approved,,,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1
FDA-approved,,,CC(c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
FDA-approved,,,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O
FDA-approved,,,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
FDA-approved,,,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
FDA-approved,,,CC(C)(C)NC(=O)C1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
FDA-approved,,,Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
FDA-approved,,,CCC[C@@H]1CC(C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1
FDA-approved,,,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21
FDA-approved,,,NNC(=O)c1ccncc1
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
FDA-approved,,,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1
FDA-approved,,,COc1ccc(CCN(C)CCC[C@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC
FDA-approved,,,COc1ccc2c(c1)N(C[C@@H](C)CN(C)C)c1ccccc1S2
FDA-approved,,,COc1ccc2cc(C(C)C(=O)O)ccc2c1
FDA-approved,,,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12
FDA-approved,,,O=c1[nH]cc(F)c(=O)[nH]1
FDA-approved,,,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
FDA-approved,,,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
FDA-approved,,,CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1
FDA-approved,,,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
FDA-approved,,,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
FDA-approved,,,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1
FDA-approved,,,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
FDA-approved,,,Cc1ncc([N+](=O)[O-])n1CC(C)O
FDA-approved,,,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O
FDA-approved,,,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1
FDA-approved,,,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
FDA-approved,,,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1
FDA-approved,,,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O
FDA-approved,,,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O
FDA-approved,,,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
FDA-approved,,,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
FDA-approved,,,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
FDA-approved,,,OC[C@H](O)c1oc(O)c(O)c1O
FDA-approved,,,CCC1=NC(=O)C(CS)NC(=O)C(C(C)C)CC(=O)C[C@@H](/C=C/CCS)OC(=O)C(C(C)C)NC1=O
FDA-approved,,,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
FDA-approved,,,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
FDA-approved,,,CCCC1O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
FDA-approved,,,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
FDA-approved,,,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1
FDA-approved,,,NCCCCCC(=O)O
FDA-approved,,,C=C[C@H](N)CCC(=O)O
FDA-approved,,,C[N+](C)(C)CC(=O)O
FDA-approved,,,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1
FDA-approved,,,CN[C@@H](C)Cc1ccccc1
FDA-approved,,,C[C@H](N)Cc1ccc(O)cc1
FDA-approved,,,C[C@@H](N)Cc1ccc(O)cc1
FDA-approved,,,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
FDA-approved,,,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O
FDA-approved,,,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
FDA-approved,,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
FDA-approved,,,NCC1O[C@@H](O[C@H]2[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](N)C[C@@H](N)[C@@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@@H](N)[C@H](O)[C@H]1O
FDA-approved,,,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)NC)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
FDA-approved,,,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
FDA-approved,,,CNCC[C@@H](Oc1ccccc1C)c1ccccc1
FDA-approved,,,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
FDA-approved,,,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2
FDA-approved,,,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O
FDA-approved,,,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
FDA-approved,,,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
FDA-approved,,,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
FDA-approved,,,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1
FDA-approved,,,O=C(OC1C[C@H]2CC3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12
FDA-approved,,,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
FDA-approved,,,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
FDA-approved,,,CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
FDA-approved,,,COC(=O)C1=C(C)N=C(C)C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
FDA-approved,,,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1
FDA-approved,,,CC1(C)CC1C(=O)N=C(CCCCCSCC(N)C(=O)O)C(=O)O
FDA-approved,,,C[C@]12C=CC(=O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12
FDA-approved,,,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O
FDA-approved,,,CN1[C@H]2CC(OC(=O)C(CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12
FDA-approved,,,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
FDA-approved,,,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O
FDA-approved,,,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
FDA-approved,,,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(C)=O)C[C@@H]1O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C3=O
FDA-approved,,,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C
FDA-approved,,,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
FDA-approved,,,C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
FDA-approved,,,CN[C@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C
FDA-approved,,,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)C[C@H]2CCCC[C@@H]21
FDA-approved,,,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
FDA-approved,,,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
FDA-approved,,,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
FDA-approved,,,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O
FDA-approved,,,COc1cccc2c(O)c3c(c(O)c12)C(=O)C1=C(C[C@@](O)(C(=O)CO)C[C@@H]1O[C@H]1C[C@@H](N)[C@H](O)[C@H](C)O1)C3=O
FDA-approved,,,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1
FDA-approved,,,Nc1nc(C(CCC(=O)O)C(=O)N=C2C(=O)N3C(C(=O)O)=CCSC23)cs1
FDA-approved,,,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cnnn4)C3SC2)s1
FDA-approved,,,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
FDA-approved,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1
FDA-approved,,,COc1ccc2c3c1OC1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
FDA-approved,,,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)C2C(=O)O
FDA-approved,,,OB1OCc2cc(F)ccc21
FDA-approved,,,CC(C)=c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1=CC[C@@H](O)C[C@@H](O)CC(=O)O
FDA-approved,,,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1
FDA-approved,,,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC1CCCC1
FDA-approved,,,O=C1C(CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
FDA-approved,,,C[C@H](O)[C@H](O)[C@H]1CNc2[nH]c(N)nc(=O)c2N1
FDA-approved,,,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1
FDA-approved,,,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2[nH]cnc12
FDA-approved,,,Cc1ncc([N+](=O)[O-])n1CCO
FDA-approved,,,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
FDA-approved,,,CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3=C(C4=C(CC3)CC(=O)CC4)C(c3ccc(N(C)C)cc3)C[C@@]21C
FDA-approved,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
FDA-approved,,,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O
FDA-approved,,,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O
FDA-approved,,,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
FDA-approved,,,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
FDA-approved,,,CNCCC[C@]12CC[C@H](c3ccccc31)c1ccccc12
FDA-approved,,,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
FDA-approved,,,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
FDA-approved,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@]3(C)CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
FDA-approved,,,CCC(c1cccc(O)c1)[C@@H](C)CN(C)C
FDA-approved,,,COc1ccc2c3c1OC1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
FDA-approved,,,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1
FDA-approved,,,CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O
FDA-approved,,,O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1
FDA-approved,,,Cc1c(C(=O)Nc2ccc(N3C[C@@H](C)O[C@@H](C)C3)nc2)cccc1-c1ccc(OC(F)(F)F)cc1
FDA-approved,,,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
FDA-approved,,,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
FDA-approved,,,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1
FDA-approved,,,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
FDA-approved,,,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
FDA-approved,,,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12
FDA-approved,,,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
FDA-approved,,,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
FDA-approved,,,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1
FDA-approved,,,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1
FDA-approved,,,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(F)c2c(=O)n1-c1ccccc1
FDA-approved,,,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
FDA-approved,,,CN=C(NC#N)NCCSCc1[nH]cnc1C
FDA-approved,,,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1
FDA-approved,,,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
FDA-approved,,,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1
FDA-approved,,,CC(C)NC[C@@H](O)COc1ccc(CCOCC2CC2)cc1
FDA-approved,,,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
FDA-approved,,,C[C@@H](N)[C@@H](O)c1ccccc1
FDA-approved,,,CC[C@]1(c2ccc(N)cc2)CCC(=O)NC1=O
FDA-approved,,,CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O
FDA-approved,,,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
FDA-approved,,,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1
FDA-approved,,,CC(C)NC[C@@H](O)c1ccc(O)c(O)c1
FDA-approved,,,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F
FDA-approved,,,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21C
FDA-approved,,,Oc1ccc(OCc2ccccc2)cc1
FDA-approved,,,C#C[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CCC4[C@H]3CC[C@@]21CC
FDA-approved,,,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
FDA-approved,,,C[C@]12CCC(=O)CC1=CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
FDA-approved,,,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
FDA-approved,,,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
FDA-approved,,,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O
FDA-approved,,,CC(C)Cc1ccc(C(C)C(=O)O)cc1
FDA-approved,,,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12
FDA-approved,,,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
FDA-approved,,,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1
FDA-approved,,,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C
FDA-approved,,,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
FDA-approved,,,Cc1cccc(C)c1NC(=O)C1CCCCN1C
FDA-approved,,,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
FDA-approved,,,C[C@H](c1cc2ccccc2s1)N(O)C(N)=O
FDA-approved,,,S=P(N1CC1)(N1CC1)N1CC1
FDA-approved,,,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O
FDA-approved,,,N=C(N)N
FDA-approved,,,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
FDA-approved,,,CC(=O)NC(CS)C(=O)O
FDA-approved,,,CC(=O)Oc1ccccc1C(=O)O
FDA-approved,,,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O
FDA-approved,,,NC(=O)NN=Cc1ccc([N+](=O)[O-])o1
FDA-approved,,,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
